Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1,0.15586097087863138,0.05424567778656162,0.3767869521618502,0.017025441941603228,0.10081032747606392,0.07603721682932461,0.2101492750834563,3.469745442706198e-05,0.006062990964642146,0.002986449423439553
2,0.03728633197150868,0.008811447230205327,0.19579185870127014,0.003897331555838823,0.026200072402188128,0.0069436541809002935,0.23848237211184814,0.004224973354414481,0.47704532077816253,0.001316637713663517
3,0.7416750390486558,0.016268197171695146,0.00010161285184287559,0.001104114863504924,0.06425818806792803,0.017108799762867888,0.10963814773480494,0.023066477809332235,7.781408400400862e-05,0.026701608605364205
4,0.953522088638978,0.032302280457858136,0.0005365257939272223,3.1428196721293745e-06,0.003230433418155805,4.701860780817536e-05,0.008757518630746397,0.0008487572642017106,0.00022693784473264893,0.000525296523919699
5,0.9404516707809848,0.005946483560551041,0.0015641380930005522,0.0007910155019447372,0.0002872702910563328,0.03335834880315613,0.002729357855781099,0.009269074055226124,0.0013106902564339637,0.004291950801865374
6,0.5811810112288155,0.0036452374292380257,0.0038409348350066696,0.0007585653125837048,0.07455681024248657,0.08276475604221088,0.012276033842387386,0.23951005493139194,0.00017956537262718802,0.001287030763252357
7,0.23915500956419317,0.02616733277412511,0.021898788016773738,0.02760638059214937,0.35657654204089384,0.16216378937048972,0.04167995106079966,0.0018259065610192718,0.0908648499547958,0.032061450064760334
8,0.7731395191441608,0.011154830507683556,2.518516231280507e-05,0.009442225282105634,0.09609544324308254,0.0007042508874584555,0.03276529051605129,0.07619537769313355,3.893235679615116e-06,0.00047398432833186207
9,0.9636938295649331,0.000577600038401851,0.0037309172122889154,0.0004893403139593368,0.02299938893845599,0.0031961109578832565,0.0034858837541557916,0.001321409753696672,1.699008024342502e-05,0.0004885293859816206
10,0.44554945289378617,0.48537066476546564,0.015747712309707243,0.0004965873425916061,0.001580120540484564,0.0004207768886663651,0.0007664348239023359,0.03783364983486559,0.009854630311204385,0.0023799702893261363
11,0.8288831935886339,0.01739325905090219,0.006580249798707686,0.00037895182566657123,0.037401209870159005,0.05827312041265977,0.022317666985283063,0.02841643520139525,5.780732952333523e-06,0.0003501325336399942
12,0.03221414873743437,0.005279203123176914,0.1393578360218682,0.10342489154921253,0.3902057389698109,0.0006376605608291089,0.0956960560146933,0.010400518043939004,2.302247187203102e-07,0.22278371675431702
13,0.9051931127644431,0.025489598931846838,0.044034992859917695,0.0005490622593136417,0.0018739333302319578,0.016007497275410416,0.004949958460154707,6.134461815776872e-05,0.00018332338631729282,0.0016571761142064076
14,0.3354711122630999,0.0015788715276019772,0.013612322256936954,0.22142167312686672,0.06125390791566466,0.0037396119876869117,0.00042790723673858576,0.15288299456419602,0.023495220912129425,0.18611637820907878
15,0.6895579538193466,0.03555175879705666,0.0016619558993121054,0.1538384973864557,0.0007633642866185745,0.030741001939120192,0.08470268519064739,0.0001163955568064498,6.199590612099125e-05,0.0030043912185153342
16,0.4619726547395737,0.029624577877232702,0.00031533721034250666,0.0154263638840153,0.030864238916550026,0.0037580651039093656,0.08553106770464508,0.35724612573790376,3.6861112571231415e-05,0.015224707713256421
17,0.36026562819817104,0.11124356587778386,0.21384720121347994,0.00840677230903421,0.0329805232542946,0.1697647372298896,0.007137800094885144,0.011223152882325352,0.03801002800359829,0.04712059093653803
18,0.9792664509301465,0.006183108795380001,0.01174055078447675,7.032357517285045e-07,0.0005159092995555522,0.0020304519384633734,2.952272181060939e-05,0.00022133661509781641,8.319429017296042e-07,1.1133736415768106e-05
19,0.2846980234279902,0.011076045204761117,0.5186984217581183,2.195828088058051e-05,0.003966550121887013,0.1744288912099665,0.004030824585830002,0.0023811397851860906,7.292537985575513e-06,0.0006908530873947673
20,0.2515957572387941,0.6295342072473207,0.0005152852763706948,0.006718436559402445,0.0014358650692453273,0.006636209470957031,0.002861778923395059,4.630073770304464e-05,0.10050758078010347,0.00014857869670824506
21,0.3846875286516546,0.54518007819547,0.05863548797051771,1.8508440490422237e-05,0.0001389075626530383,0.0016745632426401643,0.0070369587446017755,2.611248134177159e-06,4.963269552417588e-06,0.002620392674285577
22,0.7445126107140085,0.006305522003331692,0.15095339563401017,0.011397362912580292,0.0056971306049747135,0.038641273899767195,0.03361725302143809,0.002474429867602375,0.0009749116161410536,0.0054261097261459135
23,0.9220788571715366,0.006289760033261062,0.01629428711590756,0.02309743091179016,0.020761743566284307,0.0036099048702778504,0.0028639344344860863,0.0017919001482721516,5.358979131019109e-06,0.0032068227690533347
24,0.3437974339628756,0.48098092273107756,0.0005714486128195605,0.0400846451455967,0.0012032032922593883,0.08652790767969114,0.01765857353916068,0.02645656385612731,1.1259316849890656e-05,0.0027080418635422594
25,0.7151790340198095,0.09266959407442499,0.0542862648800844,0.00025436292804444994,0.0009905182465952417,0.0018631879298908914,0.03819764563007061,0.09350175198662106,4.986058156560586e-06,0.003052654246302277
26,0.060378792879772346,0.13086432393586336,0.0035834223628164897,0.5343964856711461,0.0650188433452419,0.0076079516959167955,0.04560071423157318,0.0005553502348965136,9.336024846218357e-05,0.15190075539431097
27,0.05380883793962919,0.6385526955584594,0.1267594344061083,0.010133017110569182,0.006192418237637981,0.09687573328130827,0.003884745990883232,2.817097227628408e-06,0.06321366425406733,0.0005766361241094059
28,0.2921021572768996,0.0018219606089993734,0.021619718228695878,0.0035842867523008916,0.05649082962583955,0.008800578514769543,0.003800289851921484,0.5837921384679188,0.01142258373202487,0.016565456940630167
29,0.4246453055783568,0.00163377815017893,0.0032543092018585307,0.003847752232084833,0.04885995577030927,0.04991634077590273,0.003439693417779683,0.34671983431974124,0.1017480657369199,0.015934964816868003
30,0.9103516032067424,0.008457621554822346,0.004189618578561902,0.0005839737169926163,0.02646852786241718,0.0289469382398173,0.007510385833202475,0.0134378996239795,1.6636823751834673e-05,3.679455971245537e-05
31,0.06362220136224961,0.03503099866582979,0.0010768359527196197,0.5209381744603608,0.007613258458928481,0.016790563694269945,0.022855098022560888,0.01497020951282976,1.3587016992784564e-05,0.3170890728532583
32,0.9489658434568057,0.02895141129660299,0.005325790040118631,0.0006506063968069548,0.0027847639962267044,0.00016443713634286896,0.002565403076763373,0.0003160212178162314,6.265458636812904e-06,0.010269457923879887
33,0.5180302890132389,0.046842224010901115,0.0019668872008492184,0.0007118793234137306,0.005480604466649429,0.002283383694569598,0.30366018643530257,0.10456911683657964,2.376418948188079e-05,0.01643166482901394
34,0.27765749222699765,0.007584673232468675,0.00569306003336871,0.06633025006752144,0.04881129892977161,0.10142916030358425,0.014534808975348916,0.16211244774825473,0.11881919158939677,0.19702761689328724
35,0.1580751946632502,0.11317200530883108,0.002715502387804442,0.6649430268255497,0.004994110137493946,0.011950186360020822,0.008866924912810806,0.002692249209994303,3.3981711569445346e-05,0.032556818482675144
36,0.05098361975807148,0.20459281340410276,0.02625368657738018,0.0068924369019016775,0.013694890163241883,0.6930655129461017,0.00037409824540508564,0.00015186728017106867,6.728488569119964e-08,0.00399100743873827
37,0.9360473068644213,0.008074362149370486,0.004091061165074293,0.025001519239328078,0.0041715514311297846,0.0046145320547471315,0.002982533172518912,0.006690302321382283,9.355805091527159e-05,0.008233273551112558
38,0.9549265652190334,0.0024395960023068093,0.0004232351124757785,0.00013206672313239388,0.03247066464192991,0.004978597864990939,0.0026569481506509137,0.0017533101697095048,0.00018190398326966108,3.711213250070398e-05
39,0.9757843443112947,0.015221311336966702,0.0055536685554401196,0.0005193387767562134,0.0015271198478952637,0.0002866359691456966,2.9364673275095413e-05,0.0007865148995129574,0.00013057835298112164,0.00016112327673229961
40,0.17919430298312494,0.6123437319817921,0.014148170404112651,0.06020255289270249,0.057534087617395674,0.04502604761731278,0.022641227224117638,0.0006284906829220188,0.0057574967597606155,0.0025238918367591987
41,0.8374929692894864,0.010553838593187112,0.0036919973951273404,0.00024720978568953554,0.02783955431930524,0.02896863259348217,0.020768354568254658,0.014127621228779669,0.010138480276218496,0.046171341950469444
42,0.49089055588265273,0.4940433074752836,0.001371997487280155,0.003001166861900208,0.005442946950194409,0.0006229092428352687,0.0014222056818681515,7.356000483933148e-05,0.0020510610094119754,0.0010802894037340498
43,0.14425603651021632,0.0004822711158464111,0.5009017505333108,0.00025170031965368264,0.0003898274119453406,0.03529881120933952,0.003514039014363129,0.0550483801989812,3.466095686611035e-05,0.25982252272947753
44,0.5569663895199686,0.07817900265327951,0.11047674289615725,0.0045731045644327615,0.011230436264213096,0.014416669832855188,0.011786690533272639,0.19920942586854393,0.002663488144854609,0.01049804972242232
45,0.8405285813399423,0.06796381578646257,0.0014050247253953084,0.031846488404417825,0.009831097457211998,0.004908200252272634,0.03081665854692566,0.0037844864199370965,0.0006015782541641991,0.00831406881327038
46,0.18140944925549723,0.7948791421196862,0.001894438870702386,0.0010965336238856153,0.01588322490871794,0.0008192516425778877,0.0036020639290396165,0.00012615884857516564,0.00023476954243154298,5.49672588863005e-05
47,0.34603939600418127,0.5906517498172025,0.0008894564124130393,0.020816301954638218,0.027499988319870123,0.004446038978869197,0.009401822043897123,1.2447764564516674e-05,0.0002161423991281006,2.6656305235948347e-05
48,0.8742771728068537,0.06726068972263359,0.0003578994946075834,0.0013799937146856955,0.02711792114166181,0.0033576681042834936,0.022133133113993272,0.00038208110913763013,0.0023514139007393274,0.001382026891403833
49,0.17977170662628164,0.009571825773508182,0.003420414285293908,0.2780172545926315,0.01315078527529318,0.06813278375558268,0.003957831554491374,0.4367845653189364,1.3495112597469174e-05,0.007179337705383742
50,0.5595534943622167,0.12305257413975165,0.0023137960430242624,0.029537261538337533,0.01477405696182171,0.13163312741699476,0.05218618295708928,0.051363054019384895,0.02877164151159145,0.0068148110497877595
51,0.13439192893329335,0.7146213760140949,0.15008073325500076,3.176459931681414e-05,1.2490402987156255e-05,0.0008249988586452962,1.1372229267493676e-05,1.718720176851073e-11,2.532038485996161e-05,1.530534689599683e-08
52,0.18211346563393843,0.004708402274305961,0.682804338033033,0.003937795314613323,0.03903361993667531,0.07653468149671355,0.00783196078278366,3.246519661313125e-05,0.0030002412388315577,3.0300924921719133e-06
53,0.1012435420633571,0.03639579319703193,0.0067749795352810465,0.28542911075491356,0.05981802259446187,0.05425986544398299,0.4486916480069581,0.002020607402293607,0.0016630819376407017,0.0037033490640790236
54,0.6290552845363682,0.017443465532972123,0.00016316550584578112,0.03542248897283353,0.041585156026711194,0.012930365127523366,0.0054159577604348625,0.25019945090431456,0.0010247089567574311,0.006759956676238975
55,0.018842595682874146,0.008953793281454167,0.9162379521943814,0.0002292477628270696,0.017948017608681914,0.03655161430880128,0.0006984472285814588,3.762879735970808e-05,0.0004944643816473256,6.238753391694334e-06
56,0.06792281001069912,0.015185065381028305,0.8463821947680628,0.00449673507545805,0.042464182975602754,0.007980962649683702,0.009560206434572446,0.00019767636612752823,0.0008522608868405464,0.004957905451924741
